conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,topic,normalization,tokenisasi,lemma_content
1967586491498156258,Mon Sep 15 13:49:10 +0000 2025,2,Sabah banjir Semoga selamat semuanya,1967586491498156258,,,in,,0,0,1,https://x.com/undefined/status/1967586491498156258,3426626495,,banjir_bali,Sabah banjir Semoga selamat semuanya,"['Sabah', 'banjir', 'Semoga', 'selamat', 'semuanya']",sabah banjir semoga selamat semua nya
1967586252141764911,Mon Sep 15 13:48:13 +0000 2025,0,SITS YANG BERANI KASIH JAMINAN GACOR 4 JAM NONSTOP KLIK LINK I BIO NTK SENSASI BANJIR SENSASI,1967586252141764911,https://pbs.twimg.com/amplify_video_thumb/1967586116573495296/img/1sfrW6ANe1JEflgo.jpg,,in,,0,0,0,https://x.com/undefined/status/1967586252141764911,773999318936252416,,banjir_bali,SITS YANG BERANI KASIH JAMINAN GACOR 4 JAM NONSTOP KLIK LINK I BIO NTK SENSASI BANJIR SENSASI,"['SITS', 'YANG', 'BERANI', 'KASIH', 'JAMINAN', 'GACOR', '4', 'JAM', 'NONSTOP', 'KLIK', 'LINK', 'I', 'BIO', 'NTK', 'SENSASI', 'BANJIR', 'SENSASI']",sits yang berani kasih jaminan gacor 4 jam nonstop klik link i bio ntk sensasi banjir sensasi
1967586134386778427,Mon Sep 15 13:47:45 +0000 2025,0,,1967586134386778427,,,zxx,,0,0,0,https://x.com/undefined/status/1967586134386778427,1718484704004014080,,banjir_bali,,[],
1967585851405488589,Mon Sep 15 13:46:37 +0000 2025,1,PM lulus RM1 juta peruntukan segera mangsa banjir Sabah,1967585851405488589,,,in,,0,0,0,https://x.com/undefined/status/1967585851405488589,18714463,,banjir_bali,PM lulus RM1 juta peruntukan segera mangsa banjir Sabah,"['PM', 'lulus', 'RM1', 'juta', 'peruntukan', 'segera', 'mangsa', 'banjir', 'Sabah']",pm lulus rm1 juta peruntukan segera mangsa banjir sabah
1967585805247160809,Mon Sep 15 13:46:26 +0000 2025,0,Saya sangat terkesan akan dampak bencana banjir yang sedang melanda negeri Sabah saat ini Saya telah mengarahkan seluruh jentera Kerajaan MAANI digerakkan dengan segera untuk membantu rakyat yang terjejas agar bantuan dapat sampai tanpa sebarang gangguan,1967585805247160809,,,in,,0,0,0,https://x.com/undefined/status/1967585805247160809,1074941141865222144,,banjir_bali,Saya sangat terkesan akan dampak bencana banjir yang sedang melanda negeri Sabah saat ini Saya telah mengarahkan seluruh jentera Kerajaan MAANI digerakkan dengan segera untuk membantu rakyat yang terjejas agar bantuan dapat sampai tanpa sebarang gangguan,"['Saya', 'sangat', 'terkesan', 'akan', 'dampak', 'bencana', 'banjir', 'yang', 'sedang', 'melanda', 'negeri', 'Sabah', 'saat', 'ini', 'Saya', 'telah', 'mengarahkan', 'seluruh', 'jentera', 'Kerajaan', 'MAANI', 'digerakkan', 'dengan', 'segera', 'untuk', 'membantu', 'rakyat', 'yang', 'terjejas', 'agar', 'bantuan', 'dapat', 'sampai', 'tanpa', 'sebarang', 'gangguan']",saya sangat kesan akan dampak bencana banjir yang sedang landa negeri sabah saat ini saya telah karah seluruh jentera kerajaan maani gerak dengan segera untuk bantu rakyat yang terjejas agar bantu dapat sampai tanpa sebarang ganggu
1967585719389671842,Mon Sep 15 13:46:06 +0000 2025,0,Sama reii tuh apapun bahasannya selalu pakai Banjir anjay itu room dm,1967585719389671842,,,in,,0,0,0,https://x.com/undefined/status/1967585719389671842,1251530403673804800,,banjir_bali,Sama reii tuh apapun bahasannya selalu pakai Banjir anjay itu room direct message,"['Sama', 'reii', 'tuh', 'apapun', 'bahasannya', 'selalu', 'pakai', 'Banjir', 'anjay', 'itu', 'room', 'direct', 'message']",sama reii tuh apa pun bahas dia selalu pakai banjir anjay itu room direct message
1967585703539478707,Mon Sep 15 13:46:02 +0000 2025,0,Lembaga eksekutif amp legislatif Bali ini memang tidak bisa kerja ya Habis banjir di tengahtengah orang berduka bukannya mengatasi masalah yg kemarin malah ketok palu bikin kebijakan populis yg memelihara konflik SARA di grassroots supaya kita lupa,1967585703539478707,,,in,,0,1,0,https://x.com/undefined/status/1967585703539478707,1680609643243134976,,banjir_bali,Lembaga eksekutif amp legislatif Bali ini memang tidak bisa kerja ya Habis banjir di tengahtengah orang berduka bukannya mengatasi masalah yang kemarin bahkan ketok palu bikin kebijakan populis yang memelihara konflik SARA di grassroots supaya kita lupa,"['Lembaga', 'eksekutif', 'amp', 'legislatif', 'Bali', 'ini', 'memang', 'tidak', 'bisa', 'kerja', 'ya', 'Habis', 'banjir', 'di', 'tengahtengah', 'orang', 'berduka', 'bukannya', 'mengatasi', 'masalah', 'yang', 'kemarin', 'bahkan', 'ketok', 'palu', 'bikin', 'kebijakan', 'populis', 'yang', 'memelihara', 'konflik', 'SARA', 'di', 'grassroots', 'supaya', 'kita', 'lupa']",lembaga eksekutif amp legislatif bali ini memang tidak bisa kerja ya habis banjir di tengahtengah orang duka bukan nya atas masalah yang kemarin bahkan ketok palu bikin bijak populis yang pelihara konflik sara di grassroots supaya kita lupa
1967585686925799703,Mon Sep 15 13:45:58 +0000 2025,0,Ahmad Zahid gesa operasi SAR tumpu keselamatan mangsa banjir tanah runtuh di Sabah,1967585686925799703,,,in,,0,0,0,https://x.com/undefined/status/1967585686925799703,1074941141865222144,,banjir_bali,Ahmad Zahid gesa operasi SAR tumpu keselamatan mangsa banjir tanah runtuh di Sabah,"['Ahmad', 'Zahid', 'gesa', 'operasi', 'SAR', 'tumpu', 'keselamatan', 'mangsa', 'banjir', 'tanah', 'runtuh', 'di', 'Sabah']",ahmad zahid gesa operasi sar tumpu selamat mangsa banjir tanah runtuh di sabah
1967585091556942143,Mon Sep 15 13:45:33 +0000 2025,0,gak tepat banget bales chat aku nya aku lagi capekcapeknya banget aku lagi beneran cape parah karena rapat dan laprakan kayak hah TT banjir deh jakarta ini,1967585580797272566,,jyaanghao,in,,0,0,0,https://x.com/undefined/status/1967585580797272566,1363750657249841158,,banjir_bali,tidak tepat banget balas chat aku nya aku lagi capekcapeknya banget aku lagi benaran capek parah karena rapat dan laprakan kayak hah TT banjir deh jakarta ini,"['tidak', 'tepat', 'banget', 'balas', 'chat', 'aku', 'nya', 'aku', 'lagi', 'capekcapeknya', 'banget', 'aku', 'lagi', 'benaran', 'capek', 'parah', 'karena', 'rapat', 'dan', 'laprakan', 'kayak', 'hah', 'TT', 'banjir', 'deh', 'jakarta', 'ini']",tidak tepat banget balas chat aku dia aku lagi capekcapek dia banget aku lagi naran capek parah karena rapat dan laprak kayak hah tt banjir deh jakarta ini
1967585444272439655,Mon Sep 15 13:45:00 +0000 2025,0,BGN salurkan bantuan makanan bergizi untuk korban banjir enpasar,1967585444272439655,,,in,,0,0,0,https://x.com/undefined/status/1967585444272439655,121640063,,banjir_bali,BGN salurkan bantuan makanan bergizi untuk korban banjir enpasar,"['BGN', 'salurkan', 'bantuan', 'makanan', 'bergizi', 'untuk', 'korban', 'banjir', 'enpasar']",bgn salur bantu makan gizi untuk korban banjir enpasar
1967585443404562659,Mon Sep 15 13:45:00 +0000 2025,0,Ketua Menteri atuk Seri Hajiji Noor meninjau keadaan mangsa banjir dan tanah runtuh yang ditempatkan di Pusat Pemindahan Sementara PPS di Penampang dan Putatan Beliau memulakan tinjauan di PPS Kampung Sarapung yang menempatkan mangsa banjir dan tanah runtuh,1967585443404562659,https://pbs.twimg.com/media/G05Ehhza4AApatt.jpg,,in,,0,0,0,https://x.com/undefined/status/1967585443404562659,1351579432557768707,,banjir_bali,Ketua Menteri atuk Seri Hajiji Noor meninjau keadaan mangsa banjir dan tanah runtuh yang ditempatkan di Pusat Pemindahan Sementara PPS di Penampang dan Putatan Beliau memulakan tinjauan di PPS Kampung Sarapung yang menempatkan mangsa banjir dan tanah runtuh,"['Ketua', 'Menteri', 'atuk', 'Seri', 'Hajiji', 'Noor', 'meninjau', 'keadaan', 'mangsa', 'banjir', 'dan', 'tanah', 'runtuh', 'yang', 'ditempatkan', 'di', 'Pusat', 'Pemindahan', 'Sementara', 'PPS', 'di', 'Penampang', 'dan', 'Putatan', 'Beliau', 'memulakan', 'tinjauan', 'di', 'PPS', 'Kampung', 'Sarapung', 'yang', 'menempatkan', 'mangsa', 'banjir', 'dan', 'tanah', 'runtuh']",ketua menteri atuk seri hajiji noor tinjau ada mangsa banjir dan tanah runtuh yang tempat di pusat penmindahan sementara pps di pentampang dan putatan beliau mula tinjau di pps kampung sarapung yang tempat mangsa banjir dan tanah runtuh
1967585403403464940,Mon Sep 15 13:44:50 +0000 2025,0,ini kalo haneum ke elim biarin ajabekasi banjir krna tangisan q,1967585403403464940,https://pbs.twimg.com/amplify_video_thumb/1967571100579282944/img/5p4A77hbvIJMXLQN.jpg,,in,,0,0,0,https://x.com/undefined/status/1967585403403464940,1671802978309914625,,banjir_bali,ini kalau haneum ke elim biarin ajabekasi banjir karena tangisan saya,"['ini', 'kalau', 'haneum', 'ke', 'elim', 'biarin', 'ajabekasi', 'banjir', 'karena', 'tangisan', 'saya']",ini kalau haneum ke elim biarin ajabekasi banjir karena tangis saya
1967585358910214564,Mon Sep 15 13:44:40 +0000 2025,0,Saking jernihnya air banjir di The Great Flood ada knetz komen katanya bisa dijadiin iklan samdasoo,1967585358910214564,,,in,,0,0,0,https://x.com/undefined/status/1967585358910214564,65579626,,banjir_bali,Saking jernihnya air banjir di The Great Flood ada knetz komen katanya bisa di jadi in iklan samdasoo,"['Saking', 'jernihnya', 'air', 'banjir', 'di', 'The', 'Great', 'Flood', 'ada', 'knetz', 'komen', 'katanya', 'bisa', 'di', 'jadi', 'in', 'iklan', 'samdasoo']",saking jernih nya air banjir di the great flood ada knetz komen kata dia bisa di jadi in iklan samdasoo
1967585277075194209,Mon Sep 15 13:44:20 +0000 2025,0,Ketua Menteri Sabah atuk Seri Hajiji Noor melawat dan menyampaikan sumbangan kepada mangsa banjir di PPS Penampang dan Putatan hari ini Jabatan Ketua Menteri Sabah,1967585277075194209,https://pbs.twimg.com/media/G049DfhakAAm9cF.jpg,,in,,0,0,0,https://x.com/undefined/status/1967585277075194209,106669711,,banjir_bali,Ketua Menteri Sabah atuk Seri Hajiji Noor melawat dan menyampaikan sumbangan kepada mangsa banjir di PPS Penampang dan Putatan hari ini Jabatan Ketua Menteri Sabah,"['Ketua', 'Menteri', 'Sabah', 'atuk', 'Seri', 'Hajiji', 'Noor', 'melawat', 'dan', 'menyampaikan', 'sumbangan', 'kepada', 'mangsa', 'banjir', 'di', 'PPS', 'Penampang', 'dan', 'Putatan', 'hari', 'ini', 'Jabatan', 'Ketua', 'Menteri', 'Sabah']",ketua menteri sabah atuk seri hajiji noor lawat dan sampai sumbang kepada mangsa banjir di pps pentampang dan putatan hari ini jabat ketua menteri sabah
1967585268711797119,Mon Sep 15 13:44:18 +0000 2025,0,Kerajaan Perak akan bantu mangsa terkesan banjir di Muallim,1967585268711797119,,,in,,0,0,0,https://x.com/undefined/status/1967585268711797119,155432431,,banjir_bali,Kerajaan Perak akan bantu mangsa terkesan banjir di Muallim,"['Kerajaan', 'Perak', 'akan', 'bantu', 'mangsa', 'terkesan', 'banjir', 'di', 'Muallim']",kerajaan perak akan bantu mangsa kesan banjir di muallim
1967585086066548968,Mon Sep 15 13:43:35 +0000 2025,0,plus gua pernah nangis banjir abis les renang karna mak gua ngatain gua pulang telat mak gua bkn nya minta maaf malah katain gua anak lemah ga berguna PAITT BGT COKK WKWKWKW skrng gua pilih rantau sok akrab nelpon gua tp ujungnya katain gua jg anak lemah jg PAITT COK,1967585088222511274,,ledoirejorie,in,,0,0,0,https://x.com/undefined/status/1967585088222511274,1484724386368462850,,banjir_bali,ditambah saya pernah nangis banjir habis les renang karena ibu saya ngatain saya pulang terlambat ibu saya bukan nya minta maaf bahkan katain saya anak lemah tidak berguna PAITT BGT COKK WKWKWKW sekarang saya pilih rantau sok akrab nelpon saya tapi ujungnya katain saya juga anak lemah juga PAITT COK,"['ditambah', 'saya', 'pernah', 'nangis', 'banjir', 'habis', 'les', 'renang', 'karena', 'ibu', 'saya', 'ngatain', 'saya', 'pulang', 'terlambat', 'ibu', 'saya', 'bukan', 'nya', 'minta', 'maaf', 'bahkan', 'katain', 'saya', 'anak', 'lemah', 'tidak', 'berguna', 'PAITT', 'BGT', 'COKK', 'WKWKWKW', 'sekarang', 'saya', 'pilih', 'rantau', 'sok', 'akrab', 'nelpon', 'saya', 'tapi', 'ujungnya', 'katain', 'saya', 'juga', 'anak', 'lemah', 'juga', 'PAITT', 'COK']",tambah saya pernah nangis banjir habis les renang karena ibu saya ngatain saya pulang terlambat ibu saya bukan nya minta maaf bahkan katain saya anak lemah tidak guna paitt bgt cokk wkwkwkw sekarang saya pilih rantau sok akrab nelpon saya tetapi ujung dia katain saya juga anak lemah juga paitt cok
1967584823092117598,Mon Sep 15 13:42:32 +0000 2025,0,Sangwon aku doain kamu setelah debut banjir tawaran iklanambassador untuk banyak brand baik tawaran individu atau grup yang penting rejeki semua ngalir ke kamu sebanyakbanyaknya Aku ga sabar mau liat kamu bersinar huhu,1967584823092117598,https://pbs.twimg.com/media/G05D9GXbQAAK3b-.jpg,,in,,0,0,0,https://x.com/undefined/status/1967584823092117598,1956185498579558405,,banjir_bali,Sangwon aku doain kamu setelah debut banjir tawaran iklanambassador untuk banyak brand baik tawaran individu atau grup yang penting rejeki semua ngalir ke kamu sebanyakbanyaknya Aku tidak sabar mau lihat kamu bersinar huhu,"['Sangwon', 'aku', 'doain', 'kamu', 'setelah', 'debut', 'banjir', 'tawaran', 'iklanambassador', 'untuk', 'banyak', 'brand', 'baik', 'tawaran', 'individu', 'atau', 'grup', 'yang', 'penting', 'rejeki', 'semua', 'ngalir', 'ke', 'kamu', 'sebanyakbanyaknya', 'Aku', 'tidak', 'sabar', 'mau', 'lihat', 'kamu', 'bersinar', 'huhu']",sangwon aku doain kamu setelah debut banjir tawar iklanambassador untuk banyak brand baik tawar individu atau grup yang penting rejeki semua ngalir ke kamu sebanyakbanyak nya aku tidak sabar mau lihat kamu sinar huhu
1967584359097201144,Mon Sep 15 13:40:41 +0000 2025,0,Canggu Banjir ipicu Sungai di Bali yang Meluap eras,1967584359097201144,,,in,,0,0,2,https://x.com/undefined/status/1967584359097201144,240113510,,banjir_bali,Canggu Banjir ipicu Sungai di Bali yang Meluap eras,"['Canggu', 'Banjir', 'ipicu', 'Sungai', 'di', 'Bali', 'yang', 'Meluap', 'eras']",canggu banjir ipicu sungai di bali yang luap eras
1967584215794692561,Mon Sep 15 13:40:07 +0000 2025,1,Warga Bali Sentil Gibran saat Kunjungi Korban Banjir Tahun depan Bapak tidak perlu datang ke sini lagi Kehadiran Wakil Presiden Gibran Rakabuming Raka di lokasi pengungsian banjir Tohpati Bali menjadi sorotan Kedatangan orang nomor dua di republik ini,1967584215794692561,https://pbs.twimg.com/media/G05DaJXaMAA-EgX.jpg,,in,,0,0,0,https://x.com/undefined/status/1967584215794692561,1905086631276912640,,banjir_bali,Warga Bali Sentil Gibran saat Kunjungi Korban Banjir Tahun depan Bapak tidak perlu datang ke sini lagi Kehadiran Wakil Presiden Gibran Rakabuming Raka di lokasi pengungsian banjir Tohpati Bali menjadi sorotan Kedatangan orang nomor dua di republik ini,"['Warga', 'Bali', 'Sentil', 'Gibran', 'saat', 'Kunjungi', 'Korban', 'Banjir', 'Tahun', 'depan', 'Bapak', 'tidak', 'perlu', 'datang', 'ke', 'sini', 'lagi', 'Kehadiran', 'Wakil', 'Presiden', 'Gibran', 'Rakabuming', 'Raka', 'di', 'lokasi', 'pengungsian', 'banjir', 'Tohpati', 'Bali', 'menjadi', 'sorotan', 'Kedatangan', 'orang', 'nomor', 'dua', 'di', 'republik', 'ini']",warga bali sentil gibran saat kunjungi korban banjir tahun depan bapak tidak perlu datang ke sini lagi hadir wakil presiden gibran rakabuming raka di lokasi ungsi banjir tohpati bali jadi sorotan datang orang nomor dua di republik ini
1967584185876447454,Mon Sep 15 13:40:00 +0000 2025,3,Presiden Filipina Ferdinand Marcos Jr buka suara di tengah kemarahan publik atas skandal korupsi yang melibatkan proyek pengendalian banjir yang ternyata palsu Apa katanya,1967584185876447454,,,in,,0,2,1,https://x.com/undefined/status/1967584185876447454,69183155,,banjir_bali,Presiden Filipina Ferdinand Marcos Jr buka suara di tengah kemarahan publik atas skandal korupsi yang melibatkan proyek pengendalian banjir yang ternyata palsu Apa katanya,"['Presiden', 'Filipina', 'Ferdinand', 'Marcos', 'Jr', 'buka', 'suara', 'di', 'tengah', 'kemarahan', 'publik', 'atas', 'skandal', 'korupsi', 'yang', 'melibatkan', 'proyek', 'pengendalian', 'banjir', 'yang', 'ternyata', 'palsu', 'Apa', 'katanya']",presiden filipina ferdinand marcos jr buka suara di tengah marah publik atas skandal korupsi yang libat proyek kendali banjir yang ternyata palsu apa kata dia
1967584024521843060,Mon Sep 15 13:39:22 +0000 2025,0,eh kl liat bandung banjir itu berarti air mata gw,1967584024521843060,,,in,,0,0,0,https://x.com/undefined/status/1967584024521843060,1778227647233101824,,banjir_bali,eh kalau lihat bandung banjir itu berarti air mata saya,"['eh', 'kalau', 'lihat', 'bandung', 'banjir', 'itu', 'berarti', 'air', 'mata', 'saya']",eh kalau lihat bandung banjir itu arti air mata saya
1967583764223299808,Mon Sep 15 13:38:19 +0000 2025,0,hujan udahan bntr bisa kah keburu aripin banjir dah ni,1967583764223299808,,,in,,0,0,0,https://x.com/undefined/status/1967583764223299808,1675467960318857217,,banjir_bali,hujan udahan sebentar bisa kah terlanjur aripin banjir sudah ini,"['hujan', 'udahan', 'sebentar', 'bisa', 'kah', 'terlanjur', 'aripin', 'banjir', 'sudah', 'ini']",hujan udahan sebentar bisa kah lanjur aripin banjir sudah ini
1967583097014411517,Mon Sep 15 13:35:40 +0000 2025,0,chaemin kata gue abis ini banjir iklan makanan,1967583097014411517,,,in,,0,0,0,https://x.com/undefined/status/1967583097014411517,235101703,,banjir_bali,chaemin kata saya habis ini banjir iklan makanan,"['chaemin', 'kata', 'saya', 'habis', 'ini', 'banjir', 'iklan', 'makanan']",chaemin kata saya habis ini banjir iklan makan
1967583093910638785,Mon Sep 15 13:35:40 +0000 2025,0,,1967583093910638785,,,zxx,,0,0,0,https://x.com/undefined/status/1967583093910638785,41330546,,banjir_bali,,[],
1967583009395347459,Mon Sep 15 13:35:20 +0000 2025,0,Kejadian hari ini KAMAR GW BOCOR ANJ INI MAH BESOK PAGI BANJIR perkara rumah sebelah renovasi bikin kamar mandi pas banget di samping atas Kamar gw,1967583009395347459,https://pbs.twimg.com/media/G05CUVZbgAAAyru.jpg,,in,,0,0,0,https://x.com/undefined/status/1967583009395347459,1758530926764769280,,banjir_bali,Kejadian hari ini KAMAR GW BOCOR ANJ INI MAH BESOK PAGI BANJIR perkara rumah sebelah renovasi bikin kamar mandi pas banget di samping atas Kamar saya,"['Kejadian', 'hari', 'ini', 'KAMAR', 'GW', 'BOCOR', 'ANJ', 'INI', 'MAH', 'BESOK', 'PAGI', 'BANJIR', 'perkara', 'rumah', 'sebelah', 'renovasi', 'bikin', 'kamar', 'mandi', 'pas', 'banget', 'di', 'samping', 'atas', 'Kamar', 'saya']",jadi hari ini kamar gw bocor anj ini mah besok pagi banjir perkara rumah sebelah renovasi bikin kamar mandi pas banget di samping atas kamar saya
1967582918148321288,Mon Sep 15 13:34:58 +0000 2025,0,Ini kalau masih monopoli dan tetap rugi kocak sih semoga aja kuburannya banjir pertalite,1967582918148321288,,,in,,0,0,0,https://x.com/undefined/status/1967582918148321288,1937803639952941056,,banjir_bali,Ini kalau masih monopoli dan tetap rugi kocak sih semoga saja kuburannya banjir pertalite,"['Ini', 'kalau', 'masih', 'monopoli', 'dan', 'tetap', 'rugi', 'kocak', 'sih', 'semoga', 'saja', 'kuburannya', 'banjir', 'pertalite']",ini kalau masih monopoli dan tetap rugi kocak sih semoga saja kubur dia banjir pertalite
